Transaction ID,Product ID,Product Category,Product Subcategory,Product Price,Quantity Sold,Transaction Date,Customer ID,Customer Location,Payment Method,Total Sales,Transaction Month
191,161,clothing,board game,255.2,8,2022-01-07,1093,Texas,PayPal,2041.6,2022-01
192,196,books,vegetable,482.19,7,2023-01-01,1039,New York,Cash,3375.33,2023-01
193,100,electronics,board game,195.18,8,2023-09-26,1057,California,Cash,1561.44,2023-09
194,126,electronics,fiction,24.3,13,2023-06-07,1074,Texas,Credit Card,315.90000000000003,2023-06
195,161,groceries,pants,20.32,6,2022-12-14,1084,Texas,PayPal,121.92,2022-12
196,176,toys,non-fiction,197.05,18,2023-03-14,1020,New York,Debit Card,3546.9,2023-03
197,102,electronics,fruit,84.21,2,2022-08-03,1017,Illinois,PayPal,168.42,2022-08
198,169,toys,mobile,16.56,8,2023-03-05,1054,California,Credit Card,132.48,2023-03
199,171,electronics,pants,379.33,11,2023-05-13,1028,Texas,Cash,4172.63,2023-05
200,126,clothing,shirt,231.97,1,2023-06-24,1023,Florida,Debit Card,231.97,2023-06
201,108,books,action figure,148.18,6,2023-01-02,1073,Texas,PayPal,889.08,2023-01
202,161,electronics,non-fiction,450.54,16,2022-11-09,1016,California,Cash,7208.64,2022-11
203,136,toys,mobile,62.49,12,2023-06-22,1017,Texas,PayPal,749.88,2023-06
204,196,clothing,vegetable,478.18,11,2022-02-23,1041,New York,Debit Card,5259.9800000000005,2022-02
205,150,electronics,action figure,160.41,10,2023-06-25,1083,Texas,PayPal,1604.1,2023-06
206,143,groceries,fiction,444.76,3,2023-04-12,1044,Texas,PayPal,1334.28,2023-04
207,123,books,pants,303.46,13,2022-06-13,1081,Florida,PayPal,3944.9799999999996,2022-06
208,178,electronics,mobile,414.22,3,2022-11-30,1016,New York,Cash,1242.66,2022-11
209,158,clothing,laptop,492.09,15,2023-07-01,1072,New York,Debit Card,7381.349999999999,2023-07
210,131,groceries,fruit,147.76,16,2022-12-14,1013,Texas,Debit Card,2364.16,2022-12
211,195,clothing,fruit,480.76,13,2022-09-30,1048,Florida,Cash,6249.88,2022-09
212,187,clothing,non-fiction,197.79,17,2023-12-21,1028,Texas,Cash,3362.43,2023-12
213,151,groceries,vegetable,195.83,3,2023-02-18,1094,Texas,Cash,587.49,2023-02
214,161,clothing,non-fiction,173.49,11,2023-05-15,1003,California,Credit Card,1908.39,2023-05
215,157,groceries,laptop,273.0,19,2022-04-03,1081,California,PayPal,5187.0,2022-04
216,151,electronics,shirt,81.3,11,2023-11-16,1019,Florida,PayPal,894.3,2023-11
217,111,groceries,vegetable,279.09,16,2022-03-20,1046,Illinois,Debit Card,4465.44,2022-03
218,138,groceries,board game,273.14,3,2023-09-14,1008,California,PayPal,819.42,2023-09
219,101,books,shirt,382.14,6,2022-08-05,1076,Illinois,Credit Card,2292.84,2022-08
220,102,groceries,vegetable,417.66,14,2022-12-24,1078,New York,Cash,5847.240000000001,2022-12
221,155,groceries,vegetable,223.02,18,2023-09-10,1026,California,Debit Card,4014.36,2023-09
222,180,electronics,laptop,154.65,17,2023-05-22,1014,California,Debit Card,2629.05,2023-05
223,158,books,fiction,133.37,4,2023-07-13,1091,Florida,PayPal,533.48,2023-07
224,101,toys,laptop,101.34,15,2022-06-30,1018,Illinois,Debit Card,1520.1000000000001,2022-06
225,101,electronics,vegetable,33.54,11,2023-07-30,1089,California,Cash,368.94,2023-07
226,191,electronics,mobile,174.51,3,2022-09-03,1051,California,Debit Card,523.53,2022-09
227,153,toys,shirt,138.77,3,2022-09-01,1025,Florida,Cash,416.31000000000006,2022-09
228,186,groceries,laptop,483.38,16,2023-05-21,1088,Florida,Credit Card,7734.08,2023-05
229,195,clothing,fiction,281.07,5,2023-02-26,1025,Illinois,Credit Card,1405.35,2023-02
230,196,books,pants,176.9,10,2022-11-16,1025,New York,Cash,1769.0,2022-11
231,100,clothing,non-fiction,292.33,19,2022-03-28,1045,New York,PayPal,5554.2699999999995,2022-03
232,118,toys,vegetable,73.9,4,2022-08-05,1091,Texas,Debit Card,295.6,2022-08
233,101,electronics,board game,224.8,19,2023-05-05,1048,California,PayPal,4271.2,2023-05
234,152,electronics,pants,314.99,11,2023-06-03,1081,Illinois,Debit Card,3464.8900000000003,2023-06
235,143,books,fruit,247.0,2,2022-10-05,1095,California,Credit Card,494.0,2022-10
236,189,electronics,action figure,203.88,10,2023-12-23,1052,Illinois,Credit Card,2038.8,2023-12
237,131,electronics,fiction,496.95,11,2022-06-18,1002,Illinois,Credit Card,5466.45,2022-06
238,169,books,board game,440.76,16,2022-11-26,1065,Illinois,Debit Card,7052.16,2022-11
239,131,books,action figure,313.59,19,2023-10-12,1096,California,Credit Card,5958.209999999999,2023-10
240,167,toys,fiction,286.84,11,2023-03-17,1041,Florida,Credit Card,3155.24,2023-03
241,154,electronics,mobile,312.23,14,2023-01-26,1018,California,Credit Card,4371.22,2023-01
242,174,electronics,non-fiction,104.65,2,2023-05-11,1016,Illinois,Credit Card,209.3,2023-05
243,155,toys,pants,200.59,5,2023-01-16,1032,Texas,PayPal,1002.95,2023-01
244,116,groceries,shirt,24.53,5,2022-11-02,1075,New York,Credit Card,122.65,2022-11
245,137,groceries,fiction,240.4,19,2023-11-04,1048,Illinois,Credit Card,4567.6,2023-11
246,123,groceries,shirt,273.8,12,2023-05-28,1055,Texas,PayPal,3285.6000000000004,2023-05
247,168,toys,non-fiction,117.74,18,2022-07-07,1062,Florida,PayPal,2119.3199999999997,2022-07
248,197,electronics,vegetable,482.19,4,2023-05-31,1002,Illinois,Debit Card,1928.76,2023-05
249,169,toys,fruit,455.18,17,2023-10-06,1048,Texas,Cash,7738.06,2023-10
250,185,toys,pants,362.46,10,2023-03-03,1054,Illinois,Credit Card,3624.6,2023-03
251,110,groceries,non-fiction,269.03,6,2023-05-17,1025,California,Credit Card,1614.1799999999998,2023-05
252,115,clothing,non-fiction,435.63,14,2023-12-31,1098,Texas,Credit Card,6098.82,2023-12
253,196,electronics,mobile,69.67,11,2022-09-17,1071,California,Debit Card,766.37,2022-09
254,172,groceries,action figure,396.3,11,2023-05-28,1051,California,Credit Card,4359.3,2023-05
255,158,clothing,fruit,66.79,18,2022-03-12,1099,Texas,Cash,1202.22,2022-03
256,169,clothing,pants,398.13,18,2023-04-23,1006,New York,PayPal,7166.34,2023-04
257,179,books,vegetable,141.5,11,2022-06-27,1045,Texas,Debit Card,1556.5,2022-06
258,192,electronics,vegetable,439.16,12,2023-04-02,1045,New York,PayPal,5269.92,2023-04
259,102,clothing,laptop,472.3,5,2022-07-08,1099,Illinois,Credit Card,2361.5,2022-07
260,119,groceries,non-fiction,78.65,9,2022-10-18,1015,Illinois,Credit Card,707.85,2022-10
261,158,books,fiction,234.02,9,2023-06-04,1023,Texas,Credit Card,2106.1800000000003,2023-06
262,135,electronics,mobile,490.59,10,2022-10-19,1060,Illinois,Cash,4905.9,2022-10
263,118,toys,fruit,244.29,19,2023-09-27,1053,Florida,Cash,4641.51,2023-09
264,189,groceries,vegetable,432.46,1,2022-10-10,1061,California,Debit Card,432.46,2022-10
265,166,clothing,pants,296.42,7,2023-06-28,1000,California,PayPal,2074.94,2023-06
266,118,clothing,laptop,190.79,4,2023-01-12,1048,New York,Credit Card,763.16,2023-01
267,119,groceries,pants,146.46,1,2023-10-20,1024,Illinois,Credit Card,146.46,2023-10
268,195,clothing,mobile,105.6,15,2022-06-05,1009,New York,Credit Card,1584.0,2022-06
269,170,books,fiction,382.09,8,2023-05-23,1079,California,Credit Card,3056.72,2023-05
270,151,electronics,laptop,196.34,12,2023-02-17,1015,California,Cash,2356.08,2023-02
271,132,books,laptop,258.08,18,2023-06-12,1057,Illinois,PayPal,4645.44,2023-06
272,139,clothing,action figure,248.7,15,2022-12-21,1071,Florida,PayPal,3730.5,2022-12
273,138,toys,fruit,290.75,17,2023-07-13,1028,Florida,Debit Card,4942.75,2023-07
274,181,electronics,laptop,433.46,14,2022-07-06,1091,Illinois,Cash,6068.44,2022-07
275,100,electronics,action figure,490.47,14,2022-01-31,1005,Illinois,Credit Card,6866.58,2022-01
276,110,groceries,action figure,206.75,18,2022-09-17,1015,New York,PayPal,3721.5,2022-09
277,191,groceries,mobile,414.62,18,2023-02-25,1019,Illinois,PayPal,7463.16,2023-02
278,156,toys,shirt,383.44,16,2023-06-13,1079,Florida,Cash,6135.04,2023-06
279,188,electronics,pants,288.9,1,2023-07-05,1070,Illinois,Debit Card,288.9,2023-07
280,149,toys,fiction,478.24,11,2022-10-31,1077,New York,Debit Card,5260.64,2022-10
281,122,groceries,board game,104.23,15,2022-02-08,1042,New York,Credit Card,1563.45,2022-02
282,130,groceries,pants,59.09,12,2023-05-04,1025,New York,Debit Card,709.08,2023-05
283,193,electronics,laptop,427.71,8,2023-10-06,1089,New York,PayPal,3421.68,2023-10
284,141,books,fiction,222.38,6,2023-06-26,1077,Texas,Debit Card,1334.28,2023-06
285,198,clothing,vegetable,424.25,3,2023-11-01,1070,Illinois,Credit Card,1272.75,2023-11
286,106,groceries,shirt,447.08,13,2022-10-05,1032,California,PayPal,5812.04,2022-10
287,115,groceries,vegetable,35.92,13,2022-07-22,1025,Illinois,Debit Card,466.96000000000004,2022-07
288,189,books,vegetable,442.32,2,2022-03-07,1044,Texas,Debit Card,884.64,2022-03
289,159,books,fruit,226.92,5,2022-04-18,1083,New York,Cash,1134.6,2022-04
290,101,toys,pants,257.66,17,2022-09-25,1062,Texas,Credit Card,4380.22,2022-09
291,100,toys,board game,315.16,6,2022-08-10,1066,Florida,Debit Card,1890.96,2022-08
292,147,clothing,mobile,463.56,2,2023-06-14,1051,Florida,Cash,927.12,2023-06
293,111,clothing,board game,14.46,4,2022-03-31,1067,Illinois,PayPal,57.84,2022-03
294,168,electronics,vegetable,241.04,11,2023-11-24,1025,Illinois,Cash,2651.44,2023-11
295,136,toys,laptop,345.42,8,2022-09-12,1074,California,Cash,2763.36,2022-09
296,131,groceries,shirt,362.74,12,2023-03-31,1001,California,Debit Card,4352.88,2023-03
